Time,Depth,Acceleration
0,18.5875000953674,0.00475334535227987
0.452344566400643,18.5937892721684,0.00525078728406723
0.904689132801286,18.6003494106599,0.00573574140770536
1.35703369920193,18.6086920316357,0.00616435599205297
1.80937826560257,18.6187787947922,0.00648335320885252
2.26172283200328,18.6303849151739,0.00665567307261204
2.71406739840392,18.6433847841182,0.00664145531461456
3.16641196480456,18.6577399274826,0.00639160278231488
3.61875653120521,18.6734950956251,0.00589062793206226
4.07110109760585,18.6907828024161,0.00508167202676177
4.52344566400649,18.7098359273682,0.00399772463485417
4.97579023040713,18.7306037358239,0.00273523153684286
5.42813479680778,18.7515677118079,0.00141830066161539
5.88047936320842,18.7725316877919,0.00016937389697161
6.33282392960912,18.7933425087337,-0.000907971342729846
6.78516849600977,18.8133661330305,-0.00174674389674545
7.23751306241041,18.8326510986716,-0.0023258327369968
7.68985762881105,18.8512903181562,-0.0026702126765797
8.1422021952117,18.8693346940521,-0.00283185052126028
8.59454676161234,18.8867980350015,-0.00287515939170377
9.04689132801298,18.903658461353,-0.0028675634892356
9.49923589441363,18.9198561909417,-0.0028682618856581
9.95158046081427,18.9352879032713,-0.00293638722017018
10.403925027215,18.9500196862809,-0.00312867505542563
10.8562695936156,18.9646944054927,-0.00346965807632584
11.3086141600163,18.9793691247046,-0.00393851112172337
11.7609587264169,18.9936536844293,-0.00447541479175045
12.2133032928175,19.0063287322011,-0.00498857140023452
12.6656478592182,19.0175436114297,-0.00538707237557236
13.1179924256188,19.0274773813661,-0.0056166527891894
13.5703369920195,19.0362260404713,-0.00564984066182528
14.0226815584202,19.043811860528,-0.00546493350216683
14.4750261248208,19.0501856567978,-0.00504541670471342
14.9273706912215,19.0552218234513,-0.00439357144355148
15.3797152576221,19.0587066045044,-0.00355521910523124
15.8320598240228,19.0608734018887,-0.00262113190483275
16.2844043904234,19.0629698474698,-0.0016918853500701
16.736748956824,19.065066293051,-0.000854571867130131
17.1890935232247,19.0672433508537,-0.00017151471350838
17.6414380896253,19.0696926498554,0.000331041566639949
18.093782656026,19.0723825465302,0.000661678004899275
18.5461272224267,19.0752843106204,0.000847594764836439
18.9984717888273,19.0783829011496,0.000908541307739956
19.450816355228,19.0816754948782,0.000862080252289676
19.9031609216286,19.0851711982316,0.000731486591017771
20.3555054880292,19.0888919637712,0.000523972501166273
20.8078500544299,19.0928746190177,0.00023918446655614
21.2601946208305,19.0970612676721,-0.000109507952973813
21.7125391872312,19.1012540788631,-0.000496348155398606
22.1648837536319,19.1054468900542,-0.000887395298289933
22.6172283200325,19.109444125866,-0.00124572721680302
23.0695728864332,19.1128925611345,-0.00153750694019551
23.5219174528338,19.1158651363215,-0.00174168563853049
23.9742620192344,19.1184171154013,-0.00185390613369978
24.4266065856351,19.1205766801374,-0.0018766049152064
24.8789511520357,19.122347702913,-0.00181426861950671
25.3312957184364,19.1237101421523,-0.00167371724486433
25.783640284837,19.1246180320043,-0.00146381961117583
26.2359848512377,19.1249952818006,-0.0012042391241904
26.6883294176384,19.125,-0.000926680229519823
27.140673984039,19.125,-0.000662558686887731
27.5930185504397,19.125,-0.000436221024840282
28.0453631168403,19.125,-0.000261806531723411
28.4977076832409,19.125,-0.000140807481913742
28.9500522496416,19.125,-6.48913326505627e-05
29.4023968160422,19.125,-2.25350275094174e-05
29.8547413824429,19.125,-4.23379063499334e-06
30.3070859488436,19.125,-5.10001179881591e-08
30.7594305152442,19.125,-7.92175073927033e-17
31.2117750816449,19.125,-2.38222954604337e-16
31.6641196480455,19.125,-2.43544733142753e-16
32.1164642144461,19.125,-7.7290814687611e-17
32.5688087808468,19.125,-1.60608657866073e-16
33.0211533472474,19.125,-4.30957906187818e-16
33.4734979136481,19.125,-3.7176948748198e-16
33.9258424800487,19.125,-1.21247000682646e-16
34.3781870464494,19.125,1.13479680138941e-09
34.8305316128501,19.125,3.43138369885837e-06
35.2828761792507,19.125,1.97603480956265e-05
35.7352207456513,19.125,5.92465409160126e-05
36.187565312052,19.125,0.000131245910949363
36.6399098784526,19.125,0.000247092302823127
37.0922544448533,19.125,0.000415824282883688
37.544599011254,19.125,0.000637169890264279
37.9969435776546,19.125,0.000898309821710243
38.4492881440553,19.125000104984,0.00117578697016883
38.9016327104559,19.1253172331498,0.00143873961529299
39.3539772768566,19.1261747264095,0.00165500617813585
39.8063218432572,19.1274931035513,0.00180327341002767
40.2586664096578,19.129223532744,0.00187200470167677
40.7110109760585,19.1313434446538,0.00184946941242447
41.1633555424591,19.1338542802581,0.00172579613064732
41.6157001088598,19.1367816380737,0.0014936357998516
42.0680446752604,19.1401778104185,0.00115047404929239
42.5203892416611,19.1441228214465,0.000711105837654113
42.9727338080618,19.1483156326375,0.000209184292658948
43.4250783744624,19.1525084438286,-0.000311419618206804
43.877422940863,19.15669845947,-0.00080421432128699
44.3297675072637,19.1605302155274,-0.00122670801500223
44.7821120736643,19.1638287301449,-0.00154819404235383
45.234456640065,19.1666710081966,-0.00175831050225746
45.6868012064657,19.1691037885813,-0.00185684969067145
46.1391457728663,19.1711477964883,-0.00184111184809565
46.591490339267,19.1727998195211,-0.00171224842349136
47.0438349056676,19.1740323796013,-0.0014717451085442
47.4961794720682,19.1747910240201,-0.00112053140682788
47.9485240384689,19.1750001907349,-0.000675134196498809
48.4008686048695,19.1750001907349,-0.000170218430215572
48.8532131712702,19.1750001907349,0.000349912797077722
49.3055577376708,19.1750092696144,0.000838807401069649
49.7579023040715,19.1754136243887,0.00125458995362786
50.2102468704721,19.1763442962791,0.00156778183237117
50.6625914368728,19.1777267260685,0.00176951366831303
51.1149360032735,19.1795162435581,0.00185964317552504
51.5672805696741,19.1816939560283,0.00183528331185577
52.0196251360747,19.1842648491345,0.00169810330523823
52.4719697024754,19.1872582957843,0.00144926514365156
52.924314268876,19.1907309360904,0.00109013623261721
53.3766588352767,19.1947500992966,0.000638924127976037
53.8290034016774,19.1989429104877,0.00013127017317484
54.281347968078,19.2031357216787,-0.000388125806476969
54.7336925344787,19.2073096322512,-0.000872896575984703
