Distance,Z_fondale,Z_AUV
468.176626224673,-24.125,-21.1249999999999
474.961794720683,-24.125,-21.125
481.746963216692,-24.125,-21.125
488.532131712702,-24.125,-21.125
495.317300208711,-24.125,-21.125
502.102468704721,-24.125,-21.125
508.887637200731,-24.125,-21.125
515.672805696741,-24.125,-21.125
522.457974192751,-24.125,-21.125
529.243142688761,-24.125,-21.125
536.02831118477,-24.125,-21.125
542.81347968078,-24.125,-21.125
549.59864817679,-24.125,-21.125
556.383816672799,-24.125,-21.125
563.16898516881,-24.125,-21.125
569.954153664819,-24.125,-21.125
576.739322160829,-24.125000104984,-21.1250000892072
583.524490656839,-24.1253172331498,-21.1252695731999
590.309659152848,-24.1261747264095,-21.1260387012459
597.094827648858,-24.1274931035513,-21.1272745379985
603.879996144868,-24.129223532744,-21.1289306405282
610.665164640877,-24.1313434446538,-21.1309808518103
617.450333136887,-24.1338542802581,-21.133422465433
624.235501632897,-24.1367816380737,-21.1362768262878
631.020670128906,-24.1401778104185,-21.1395915759566
637.805838624917,-24.1441228214465,-21.1434418721853
644.591007120926,-24.1483156326375,-21.1475832107049
651.376175616936,-24.1525084438286,-21.1517682866545
658.161344112946,-24.15669845947,-21.155957559966
664.946512608955,-24.1605302155274,-21.1598430432183
671.731681104965,-24.1638287301449,-21.1632297666647
678.516849600975,-24.1666710081966,-21.1661538632121
685.302018096985,-24.1691037885813,-21.1686604779054
692.087186592995,-24.1711477964883,-21.170774005716
698.872355089004,-24.1727998195211,-21.172495383044
705.657523585014,-24.1740323796013,-21.1738014018994
712.442692081024,-24.1747910240201,-21.1746423049861
719.227860577033,-24.1750001907349,-21.174946408163
726.013029073043,-24.1750001907349,-21.1749921083649
732.798197569053,-24.1750001907349,-21.1749989761276
739.583366065062,-24.1750092696144,-21.1750077227236
746.368534561072,-24.1754136243887,-21.1753526260518
753.153703057082,-24.1763442962791,-21.1761952694585
759.938871553092,-24.1777267260685,-21.1774965809022
766.724040049102,-24.1795162435581,-21.1792127314671
773.509208545112,-24.1816939560283,-21.181321081057
780.294377041121,-24.1842648491345,-21.1838224637679
787.079545537131,-24.1872582957843,-21.1867419637342
793.86471403314,-24.1907309360904,-21.1901314788805
800.64988252915,-24.1947500992966,-21.1940560194532
807.435051025161,-24.1989429104877,-21.1982085153094
814.22021952117,-24.2031357216787,-21.2023952679681
821.00538801718,-24.2073096322512,-21.2065711084314
827.79055651319,-24.2110554005315,-21.2103815073603
834.575725009199,-24.2142815788429,-21.2136954815324
841.360893505209,-24.2170603114454,-21.2165546494925
848.146062001219,-24.2194342232296,-21.219001484899
854.931230497228,-24.2214203851202,-21.2210568761639
861.716398993238,-24.2230120353481,-21.222718216749
868.501567489247,-24.2241778899344,-21.2239585322811
875.286735985258,-24.2248590936735,-21.2247237585617
882.071904481268,-24.2250003814697,-21.2249588109644
888.857072977277,-24.2250003814697,-21.2249941343121
895.642241473287,-24.2250003814697,-21.2249994426556
902.427409969297,-24.2250003814697,-21.225000240386
909.212578465306,-24.2250003814697,-21.2250003602679
915.997746961316,-24.2250003814697,-21.2250003782835
922.782915457326,-24.2250003814697,-21.2250003809909
929.568083953336,-24.2250003814697,-21.2250003813978
936.353252449346,-24.2250003814697,-21.2250003814589
943.138420945355,-24.2250003814697,-21.2250003814681
949.923589441365,-24.2250003814697,-21.2250003814695
956.708757937375,-24.2250003814697,-21.2250003814697
963.493926433384,-24.2250003814697,-21.2250003814697
970.279094929394,-24.2250003814697,-21.2250003814697
977.064263425404,-24.2250003814697,-21.2250003814697
983.849431921413,-24.2250493285351,-21.2250419728383
990.634600417423,-24.225579965804,-21.2254991169704
997.419768913433,-24.2266173116685,-21.2264492709267
1004.20493740944,-24.228093961466,-21.2278467996625
1010.99010590545,-24.2299713149644,-21.2296520457638
1017.77527440146,-24.2322359170784,-21.231847616496
1024.56044289747,-24.2348980942248,-21.2344396726803
1031.34561139348,-24.2379930044444,-21.2374590146959
1038.13077988949,-24.241584017428,-21.2409641177627
1044.9159483855,-24.2456905260652,-21.2449802480084
1051.70111688151,-24.249883257285,-21.2491464398798
1058.48628537752,-24.2540759885049,-21.2533351828033
1065.27145387353,-24.2581996500169,-21.2574686246592
1072.05662236954,-24.2618207973736,-21.2611667589197
1078.84179086555,-24.2649413851686,-21.2643741395931
1085.62695936156,-24.267626494256,-21.2671377349271
1092.41212785757,-24.2699127444988,-21.2694957199253
1099.19729635358,-24.2718117952142,-21.2714637386456
1105.98246484959,-24.2733115292631,-21.2730338458626
1112.7676333456,-24.2743748230766,-21.2741733028886
1119.55280184161,-24.27493600533,-21.2748213874694
1126.33797033762,-24.2749996185303,-21.2749728342147
1133.12313883363,-24.2749996185303,-21.2749955934206
1139.90830732964,-24.2749996185303,-21.2749990136424
1146.69347582565,-24.27504588126,-21.2750388380597
1153.47864432166,-24.2753518717633,-21.2753048294943
1160.26381281767,-24.2759051615399,-21.2758149444762
1167.04898131368,-24.2766743572057,-21.2765452058577
1173.83414980969,-24.2776421291086,-21.2774772850102
1180.6193183057,-24.2788035421504,-21.2786042340746
1187.40448680171,-24.2801655537144,-21.2799309207735
1194.18965529772,-24.2817477183727,-21.2814746925599
1200.97482379373,-24.2835840375186,-21.283267048096
1207.75999228974,-24.2856582284053,-21.2852988851588
1214.54516078574,-24.2877545940152,-21.2873855535085
1221.33032928175,-24.2898509596251,-21.2894804618277
1228.11549777776,-24.2919473275099,-21.291576610371
1234.90066627377,-24.2940437055529,-21.2936729539251
1241.68583476978,-24.2961400929197,-21.2957693347078
1248.47100326579,-24.2982364884557,-21.2978657280267
1255.2561717618,-24.3003328915371,-21.299962129641
1262.04134025781,-24.3024293020094,-21.3020585387821
1268.82650875382,-24.3045257201727,-21.3041549555895
1275.61167724983,-24.306622146811,-21.3062513807505
1282.39684574584,-24.3087185832666,-21.3083478155088
1289.18201424185,-24.3108150283045,-21.3104442590018
1295.96718273786,-24.3129114738856,-21.3125407042692
1302.75235123387,-24.3150079194668,-21.3146371498032
1309.53751972988,-24.3170297400066,-21.3166701848832
1316.32268822589,-24.31878057873,-21.3184634316821
1323.1078567219,-24.3202897926666,-21.3200153296815
1329.89302521791,-24.3215865258632,-21.3213504086893
1336.67819371392,-24.3226861758376,-21.322485438611
1343.46336220993,-24.3235918966328,-21.3234256196623
1350.24853070594,-24.3242949205295,-21.3241642832059
1357.03369920195,-24.3247736746557,-21.3246820961574
1363.81886769796,-24.3249917793528,-21.3249452405936
1370.60403619397,-24.3249998092651,-21.3249916087612
1377.38920468998,-24.3249998092651,-21.3249985769048
1384.17437318599,-24.3249998092651,-21.3249996240678
1390.959541682,-24.3249998092651,-21.3249997814339
1397.74471017801,-24.3249998092651,-21.3249998050827
1404.52987867402,-24.3249998092651,-21.3249998086366
1411.31504717003,-24.3249998092651,-21.3249998091707
1418.10021566604,-24.3249998092651,-21.3249998092509
1424.88538416205,-24.3249998092651,-21.324999809263
1431.67055265806,-24.3249998092651,-21.3249998092648
1438.45572115407,-24.3249998092651,-21.3249998092651
1445.24088965008,-24.3249998092651,-21.3249998092651
1452.02605814609,-24.3249998092651,-21.3249998092651
1458.8112266421,-24.3249998092651,-21.3249998092651
1465.59639513811,-24.3249998092651,-21.3249998092651
1472.38156363412,-24.3249998092651,-21.3249998092651
1479.16673213013,-24.3249998092651,-21.3249998092651
1485.95190062614,-24.3249998092651,-21.3249998092651
1492.73706912214,-24.3249998092651,-21.3249998092651
1499.52223761815,-24.3249998092651,-21.3249998092651
1506.30740611416,-24.3249998092651,-21.3249998092651
1513.09257461017,-24.3249998092651,-21.3249998092651
1519.87774310618,-24.3249998092651,-21.3249998092651
1526.66291160219,-24.3249998092651,-21.3249998092651
1533.4480800982,-24.3249998092651,-21.3249998092651
1540.23324859421,-24.3249998092651,-21.3249998092651
